"year","recruits","R.no.devs","logR.dev","SR.std.resid","SSB","SPR","Rs","OISST","OISST.GB","OISST.GOM","OISST.MAB","OISST.SS","BT","SST","Surv.SST","Surv.SSS","Surv.BT","Surv.BS","BT.GB","BT.GOM","BT.MAB","BT.SS","SST.GB","SST.GOM","SST.MAB","SST.SS","HW","HW.GB","HW.GOM","HW.MAB","GSI","CP","PP","PP.GOM","PP.GB","PP.MAB","Abund","Num.GB","Num.GOM","Num.MAB","ZooDens","CAD","CC5","Cope","cal.GB","cal.GOM","cal.SS"
1992,3360277,3037982,0.1008297,0.1211089,322384.3,0.1911144,2.76876261715401,10.2085619531324,10.4665513443154,9.03010505066343,13.4864314074943,7.85116001005642,8.06791833333333,9.67801,11.0019547792997,32.1111939155561,9.83185183090774,32.7338060120495,9.42673769507803,6.8749730458221,10.9185260708909,8.17565622353937,9.85795973517092,8.36715309779826,12.2608485878661,7.71291820191599,NA,NA,NA,NA,0.281783735646069,0.0847283289881986,NA,NA,NA,NA,484270231.325922,240019559.280573,531300779.744035,681490354.953159,NA,483.38103653522,3705.05829415858,2094.2196653469,523.726583834048,3767.22657274815,1991.70583945851
1993,3367537,3044090,0.1009797,0.121289,368130.4,0.1853427,2.34619258342727,10.5959114717402,10.9295879581436,9.32074111497021,13.9288490053807,8.20446780846637,7.65287083333333,9.9779125,10.6971505355904,31.8247546072259,8.54060173728154,32.7096525195289,9.23235467565291,6.42827008032129,9.12182400820355,8.27825097334531,10.2466440631055,8.9560458533824,11.5066722532588,8.34064905872436,35.2508,NA,NA,35.2508,0.561292689898386,-0.455114050838038,NA,NA,NA,NA,422929458.428687,252859316.382426,589235674.030545,426693384.873089,3.10517639035639,592.318576239667,2290.59793825814,1441.45825724891,1268.35287703345,1519.20338916808,NA
1994,3707747,3045528,0.1967501,0.236321,315597.4,0.1637801,2.30974247027705,11.0191573633348,11.2971529468232,9.80984886934088,13.9723658879532,8.99726174922172,8.77748680555556,10.35377125,12.0136880666993,32.2171174481858,10.938087501807,32.9657004039642,10.1181943746861,8.23553194463861,11.8156131377865,9.3707237984945,10.3473406102704,10.4155440702456,12.9976750061622,9.09593426981182,51.1492,98.4357,30.8745,24.1374,0.844028301952192,-0.0060798619972308,NA,NA,NA,NA,500433254.312776,221814191.198541,500842126.603787,778643445.136001,NA,812.79249134445,4390.28397036673,2601.53823085559,1552.75912425247,3984.94098901645,NA
1995,10606840,3043841,1.248378,1.499455,272148.6,0.1648042,3.51478700435197,11.0233146452035,11.0732108218863,9.69622124510269,14.5915538571919,8.7322726566331,9.060405,10.8277942708333,12.6588673537122,32.5033373153313,11.5351247270749,32.9385749042408,10.5730129770012,7.05091404805915,13.3179594532506,8.13200403496974,10.3775501685664,9.42430467091295,14.372202739726,8.13648218347233,47.8599,26.466,NA,69.2538,1.09141060016577,0.527291185895946,NA,NA,NA,NA,394184328.716655,183844629.083893,624504749.333836,374203607.732235,2.62066655699636,613.826154476279,2869.3205990398,1741.57337675804,756.350669975114,3508.85151118288,959.517949116126
1996,4650978,3041957,0.4245765,0.5099683,246096.3,0.1629544,2.83848455840231,10.1057479826449,10.0701445869037,9.19231897049571,13.1255825084801,8.03494586470009,7.92917166666667,9.67484833333333,11.7008742070167,31.5569442141379,10.2550299469436,32.4326387136957,8.59465205334742,8.03316725283314,11.4386994073887,7.68731611208406,9.58498481447247,9.33586363207102,13.111630952381,7.62602696272799,14.2512,NA,NA,14.2512,-0.447046962097999,-1.13341616822352,NA,NA,NA,NA,1979414512.94951,226606641.304326,5327269756.10253,384367141.441672,3.10340495115959,344.12910173467,3589.08588421104,1966.60749297285,778.723324598698,3221.01555341805,1900.08360090182
1997,4515168,3040509,0.3954175,0.4749448,500177,0.1960076,2.90947475171598,10.6702988136156,10.7642714957602,9.61856279606144,13.9497628802892,8.34859808235153,8.42405875,10.2774220833333,11.8148401542795,31.8146419515949,10.6162733247281,32.5751274849052,9.55684761535479,7.17717383975728,11.9517473972944,7.71716791044776,10.2479397681452,9.03558121176238,13.2522568694041,7.16442887175894,NA,NA,NA,NA,-0.380998800089314,0.111095658469298,NA,NA,NA,NA,384912887.812983,188395597.68471,635817372.198198,330525693.556041,2.90884167467833,782.330084241184,4384.56747597476,2583.44878010797,640.576492017172,4400.873710547,2708.89613775974
1998,2864188,3048207,-0.06226842,-0.07479199,380281.2,0.1621234,1.74507813260529,10.697314130164,10.7897671591146,9.59725366986233,14.218060309584,8.18417538209504,7.73063009615385,10.4387712179487,11.4792572195558,31.4131635225823,9.7871056429816,32.1790181056509,9.6755701919458,6.52650893222419,11.2769457256248,6.4185016722408,10.7932492393509,8.08419323229684,13.2262650983702,6.75060728744939,NA,NA,NA,NA,-0.253777622455349,-0.560613519453892,0.758551,0.7258142,0.8166062,0.7332326,519002208.696986,265995009.000822,683094239.830979,607917377.259156,3.27592973671689,486.70930521415,1626.59884270039,1056.65407395727,772.245060301104,1670.49689847339,727.220263097324
1999,7535893,3045852,0.9058968,1.088093,304477.3,0.1478445,2.98652163858617,11.6672684488487,12.0135300672018,10.3969337868201,14.8356691380789,9.42294080329401,9.20779553571429,11.4860535714286,12.1726943680285,32.0734288907898,11.0567283282453,32.8518547156471,10.4309540913683,7.35709463975404,12.6662484545769,9.55148462021343,11.2253273743017,9.69611224230084,13.4806324305658,8.97524454014149,120.638633333333,166.237,100.1712,95.5077,1.122426496506,1.83844426450241,0.8341409,0.8015779,0.9772525,0.7235923,432416937.251418,143720822.34127,940640889.011044,212889100.40194,2.52189187152827,467.152619470466,3952.23719667922,2209.69490807485,387.60145609161,5217.078415176,1024.40485295693
2000,2209808,3043410,-0.3200731,-0.3844469,323453.3,0.1759988,1.98206437697863,11.4146043780836,11.3380978745924,10.340998401024,14.5106208592428,9.46870037747522,8.87419869047619,11.0690402380952,12.9885519054154,32.3298866585406,10.9444337025182,33.0162655752005,9.94788472964944,7.59417205370462,12.6662566396422,8.47729467455621,11.216483411187,10.1827282905325,14.6970914266577,9.79708165680473,51.4126666666667,39.272,32.7256,82.2404,0.813799060333128,1.21745152790169,0.847540033333333,0.7384278,0.9695649,0.8346274,631381819.022285,412306752.815581,1219970306.97493,261868397.276346,2.85129433478339,462.465973507086,3392.95227777006,1927.70912563857,1034.00839971658,3407.40237974019,1341.71659745896
2001,2103963,3044128,-0.3693919,-0.4436849,375948.2,0.1748467,1.87252324320944,11.2091537525944,11.5809365620118,10.0323264879451,14.4811749124659,8.74217704795478,8.19629090277778,10.7752111805556,12.9966991752511,32.1272268670907,10.6350806740667,32.880257636229,10.117172397495,6.87557146969915,12.4797293215613,7.50863676341249,11.8777277561149,9.88558370519649,14.7460234665428,8.79618293755497,47.8818666666667,71.2032,21.2492,51.1932,0.304229918368533,0.878818679742152,0.816369766666667,0.7057526,0.909082,0.8342747,564861266.965314,344000510.375687,1023351140.53158,327232149.988678,2.81655947019218,1010.87540338765,7838.00939849421,4424.44240094093,661.516738549181,8829.37170089204,3782.43876338157
2002,4495514,3045739,0.3893366,0.4676409,286552.3,0.1579626,2.48138392170347,11.7603972554075,11.9041571280861,10.4900913195305,15.2006826914221,9.44665788259125,9.26925854166667,11.7340930357143,13.7252265246624,32.6526352384468,11.5981984357278,33.2005695206795,10.9696568839016,7.71390842378841,13.1520057029626,8.75461010190518,12.2493709538196,9.85104310803619,15.4894899367179,9.72700443318556,134.088833333333,131.6084,64.5322,206.1259,1.3114632326931,0.804433995954097,0.862222866666667,0.7830021,0.9793767,0.8242898,392342863.852124,232137915.28812,658588591.09488,286302085.173371,1.88162140169287,1099.74874656782,3940.24325545856,2519.99600101319,545.712785374044,6086.70995495362,927.565262711909
2003,5469233,3042645,0.5864113,0.7043518,227018.1,0.1652241,2.94897259871799,10.7255758379359,10.9604031653853,9.67093631517261,13.8108483257092,8.46011554547652,7.99707638888889,10.3860715277778,13.1153002184553,32.0992569688631,10.8173971668427,32.8307595438,9.16945380296069,6.13935747345494,12.6476947519475,7.3060484945377,10.8433129147524,8.39404015056462,15.1686374807988,7.87726451612903,14.1730333333333,21.9146,11.4838,9.1207,0.185326981984479,-0.106338929612507,0.8125807,0.7072557,0.8797311,0.8507553,567573130.040099,226798584.532374,1193646142.08841,282274663.499509,2.19136981790282,1894.74407601776,6904.85803172368,4399.80105387072,1317.64411567155,9143.11903008341,2738.64001585721
2004,2949779,3039240,-0.02987703,-0.03588598,247678.7,0.1751374,2.56445578128784,10.3603195558018,10.4108345436623,9.16944705576555,14.0807971879761,7.78019943580329,7.22170797619047,9.87791857142857,12.5051972211697,32.0075211614707,10.6488467616494,32.6141222857276,9.31928111734903,5.93164269492808,12.4939898179403,6.69269728729963,10.8090360125976,8.30683302411874,14.2937064895136,8.28787439613527,25.8242,NA,NA,25.8242,-0.166858636894737,-2.14327506259531,0.808740266666667,0.6799327,0.9689182,0.7773699,525315721.573148,399625375.975948,829966586.099981,346355202.643515,2.00992508903106,1911.41270466066,5463.09042219229,3687.25156342647,1791.01181803431,6378.08815358501,2892.6547186601
2005,2163047,3040606,-0.3405391,-0.4090292,266665.3,0.1801409,2.16714081311739,10.8695655794233,11.3097523308463,9.56548448690133,14.297547353879,8.30547814606654,7.75250071428571,10.2664770833333,13.8222305483004,31.6430951854399,11.0398123609137,32.5991199579617,9.89146065886197,6.95000566518742,12.8731247242705,7.63526285046729,11.4692407632968,9.05392178981011,16.2058563258123,9.11073306074766,63.2769333333333,71.3651,13.8315,104.6342,-0.145682067966465,-0.0797552719974603,0.7953541,0.7271165,0.860028,0.7989178,210502803.306789,146247213.126485,279498587.760881,205762609.033002,1.88070418086709,1216.05160560122,2510.96742390276,1863.50951475199,765.085135577785,3378.53860788595,1446.90480079223
2006,4575145,3041675,0.4082298,0.490334,205933.4,0.1617166,2.84239935720976,11.4944511702578,11.6153788314107,10.3404942892077,14.799080778022,9.22285078239067,9.10671797619048,11.1432842559524,13.6564036121473,31.8991496431847,12.0755144529966,32.7180832256089,10.424414602061,7.65552749519812,14.1559007127058,8.03208419193406,12.2650087700066,10.0946416666667,15.4488075694274,8.68618898087354,108.9975,105.9147,113.1436,107.9342,-0.0588807418437636,1.71953201530249,0.8823859,0.8187999,0.9724998,0.855858,378884590.882698,407609704.33536,486054964.90896,242989103.403775,2.01021564170568,895.632532399356,2226.66534043246,1561.14893641591,372.526073329428,3038.93865069932,1271.98208521898
2007,1458040,3037564,-0.7339628,-0.8815791,199084.9,0.1839529,1.95729553148884,10.9427614231092,10.7001202539389,10.1634963491899,14.660431790755,8.24699729855313,7.87007285714286,10.9099780952381,12.6963506081821,32.4214354298125,10.7644630312412,33.0519864170621,9.59400791904971,6.48851399358808,12.7469269298763,6.81428153350893,11.2430672960808,9.78175839154882,14.2713289250395,8.66403863037752,41.39335,NA,33.61,49.1767,-0.819239905921597,-1.18125434149777,0.856574733333333,0.7401547,1.011498,0.8180715,290578507.20659,237403197.160187,437677607.374631,196654717.084951,2.03337742398653,1439.32221396743,5696.22632648492,3567.77427022617,658.807376909163,7342.04802760345,2702.46740616591
2008,2773981,3036944,-0.09056839,-0.1087837,200992.5,0.1785504,2.63430738462798,11.1533997647557,11.133961172973,10.2747168949206,14.5051252696741,8.69979572145506,7.84637777777778,10.6956611111111,10.7342896359309,31.3464003323545,10.0968952361119,32.1796540713402,9.24146571213263,7.14713733971883,11.7345446927374,7.05157792836399,9.77273549359457,9.39239740183053,11.7015097765363,6.3746757018393,43.2543,18.5302,67.9784,NA,0.23865519604612,0.323887392058046,0.837377533333333,0.7519868,0.9242866,0.8358592,457481059.158248,401852631.965653,747720217.639998,222870327.869093,2.27465922570884,1867.20491706351,4076.37037220417,2971.78764463384,198.04470721685,6475.26849604034,NA
2009,10361470,3037121,1.227184,1.473998,138285.6,0.1764589,3.94258180370959,11.1991337771915,11.2833002815574,10.1129032003226,14.5019896367789,8.89834199010709,8.33915104166667,10.6791833333333,11.5099346214888,32.5346244075315,10.153109888084,33.3000650024479,9.8143502561714,6.97396592270489,11.678319918813,7.40281341107872,10.0574950545413,8.21067348377997,13.3824688313468,8.28781089231861,69.4811,104.0666,51.7841,52.5926,0.702377605630014,0.312409908424899,0.8868141,0.8099362,1.030537,0.8199691,359696094.349733,173144793.366124,748057923.920134,157885565.762941,1.98336705687845,1178.06664436884,3262.56952660135,2220.3180854851,368.881454142413,4379.32791753777,1912.7448847751
2010,1995011,3028771,-0.4175076,-0.5014778,126016.1,0.1642347,2.66908373131858,11.6668478988089,11.6640372036821,10.9047730456313,14.6623886582418,9.43619268768021,8.77057354166667,11.315198125,11.6672767005056,32.3320334600432,10.1365830877961,33.2932028392535,10.5031697403543,7.30302507072481,11.0381634433182,8.71040018190086,11.1974878670226,8.85200868725869,12.8724618762595,7.75390994204191,159.744933333333,76.535,262.2376,140.4622,0.335385871170468,-0.0765620200151267,0.8915637,0.8511906,0.9799333,0.8435672,882106509.182819,188842277.648418,2122177839.44962,335299410.450423,2.13927149954728,647.582852503187,2326.61245166155,1487.09765208237,532.074573631542,3082.50025448769,846.718128127871
2011,1941889,3026175,-0.4436381,-0.5328637,189917.5,0.1487846,2.73500681308183,11.7049549233737,11.6883628900637,10.736607292994,14.9606009112497,9.4342485991876,8.91047270833333,11.2528770833333,12.6450394216291,31.9588179452371,10.5482672765544,33.1060440780415,10.6618632542038,8.09089747191011,11.4964090187567,8.14061916141647,11.4864669881306,9.91475093632959,14.0484359713629,8.47561016949153,266.2967,131.7931,469.6204,197.4766,-0.102563910119768,0.344427109361823,0.967580833333333,0.8874323,1.029737,0.9855732,760889817.255814,177424887.309846,1910538902.77661,194705661.680987,2.19755285457232,745.411576633025,3439.09936932716,2092.25547298009,489.823814785533,4191.39542092892,NA
2012,6115507,3036045,0.7002721,0.8411125,241246.9,0.1508338,3.47199318822177,12.9811023258301,12.9393653818173,11.9927330635127,16.1155786454071,10.8767322125833,9.69521180555556,12.7338327777778,13.7572452014476,32.5987120638549,11.0619754946776,33.504127644861,11.0379874852021,8.27969396136128,12.3911531706135,9.03249348109518,12.6574804163537,10.3349420660202,15.7114953271028,10.3524625162973,563.5002,564.2958,620.1437,506.0611,0.709842484035925,2.09304050907826,0.955712366666667,0.9946718,1.065035,0.8074303,536129856.001835,202558324.105351,1228989108.14313,176842135.757019,2.18146921768027,481.473658239912,2594.06161510416,1537.76763667204,225.037348170209,3126.25307715812,NA
2013,1370991,3040205,-0.7963913,-0.9565635,195522.1,0.1525817,1.73746822459374,11.9812921106569,12.1303844072348,11.2013084266556,14.7588468157257,9.83462879301151,9.04143214285714,11.2772380952381,11.931957729233,32.8081245581962,9.81706420157226,33.5310614677409,10.5437603509734,7.66787580069809,10.7187327543946,8.41035022354695,10.964405264601,9.65175559772296,13.4789874205142,8.41803283494576,163.093333333333,185.8703,242.3977,61.012,0.735839169433019,1.34829425279597,0.873050133333333,0.7649846,0.9876385,0.8665273,631340439.280027,271613033.37491,1108781444.14908,513626840.31609,2.70195267873187,533.056468639124,3214.83065423716,1873.94356143814,460.436817317238,3496.66285301009,NA
2014,1316059,3036605,-0.836098,-1.004256,292365.9,0.1717259,1.9067235271923,11.8803269539196,11.906292999034,10.9242616266992,14.909984610079,9.78076857986615,9.10235208333333,11.32765,13.0760620934224,32.8564973019756,10.624799969439,33.5032848242199,10.9346993266775,7.8136641625575,12.4001031579779,8.76520300987616,12.5717955356116,10.9288003441771,14.7414864811989,9.87947327167268,195.233966666667,129.855,294.0881,161.7588,1.13806163841073,2.30474541180185,0.915789833333333,0.8313258,1.125884,0.7901597,501430353.760465,306838924.77218,956745399.382433,240706737.126782,2.43464432965789,454.541369744208,2748.76664541005,1601.65400757713,856.94262932189,2553.71169323159,NA
2015,704911.4,3042903,-1.462495,-1.756636,228604.3,0.1667766,0.880066021147968,11.9471015459389,12.1379432581313,10.8404771536942,15.3425054185801,9.46748035334994,8.79385083333333,11.0983291666667,13.0733058692692,33.0589303207289,10.1912222244827,33.6641010037019,10.6624502683928,7.05018327336315,12.0336418642056,8.65660742898762,11.9215687746294,9.56771577505263,15.7241450618466,9.18034959941733,346.378933333333,334.2595,278.9725,425.9048,1.31010143952915,2.32722494531683,0.885106166666667,0.7796882,1.055223,0.8204073,874988130.739402,194426307.825362,2261217046.28545,169321038.107398,2.95325422882308,465.075243373961,4528.67928796631,2496.87726567014,616.891705949739,3807.40412850413,NA
2016,343525.8,3039353,-2.180138,-2.618612,145351.5,0.143547,0.407269656679624,12.4605991225384,12.4625599679182,11.5643303330086,15.5224177983445,10.2930883908825,9.61424458333333,11.6943808333333,13.9696302614001,32.72956503824,11.2707055706842,33.3287909834743,11.3660925874897,8.62428067474825,12.9592195104235,9.20128947368421,13.015719481951,12.562827592842,15.2849386213409,11.0556411483254,391.5207,297.3027,629.7933,247.4661,1.61835233389417,1.86983155601043,0.899900733333333,0.8486889,1.043237,0.8077763,736956752.417586,183918706.365321,1823418167.35783,203533383.529603,NA,473.40385730712,6317.83009909227,3395.61697819969,NA,5662.72191619872,NA
2017,859747,3030069,-1.259703,-1.513057,105793.3,0.1587506,1.77748321305076,11.9355822832632,11.8587095475144,11.0155091135197,15.1869935540571,9.68111691796183,9.24892083333333,11.6719625,8.88303308861102,32.7655961721862,8.14870193673808,33.5474582980046,9.41302703512319,7.4540370187832,8.00607171488959,9.17957463568334,9.83016700366959,10.3544028256941,7.39604474892501,9.55989365892083,168.9409,163.0871,186.0201,157.7155,1.15136700588829,0.153582937788354,0.9016589,0.7913526,1.010194,0.9034301,691732776.893521,248549840.291878,1637193130.15183,189455360.236852,2.48654639183746,672.5189505111,2846.23230127025,1759.37562589068,536.921101120961,3041.41301872272,NA
2018,692799.5,3020596,-1.472469,-1.768615,65529.42,0.1902731,1.87925344515214,12.1119233518063,12.0550204160083,11.3523666418007,14.7655903351781,10.2747160142382,9.17828458333333,11.6381491666667,14.2804130983608,32.4445061597318,11.3405848191491,33.2160147821809,11.0600254745665,8.07275331312771,12.6611301060245,8.93681458966565,13.237132878626,11.2345218993285,15.7698232925125,9.25694832826748,251.778266666667,164.3507,438.9547,152.0294,1.24507307142625,0.0116183431076347,0.842288233333333,0.7797648,0.9425882,0.8045117,1084439441.85449,719038714.214582,2286592144.59353,247687466.755366,NA,802.936969806134,4623.06835979848,2713.00266480231,2127.56352869044,NA,NA
